code1,code2,distance
al,cz,0.7498
al,de,0.6059
al,dj,0.854
al,dk,0.652
al,dm,0.733
al,do,0.7244
al,dz,0.8472
al,ec,0.6456
al,ee,0.8268
al,eg,0.7216
al,eh,0.7394
al,er,0.6544
al,es,0.5711
al,et,0.6277
al,fi,0.8694
al,fj,0.8113
al,fk,0.7383
al,fm,0.9081
al,fo,0.8447
al,fr,0.7565
al,ga,0.7762
al,gb-eng,0.8536
al,gb-nir,0.8637
al,gb-sct,0.9022
al,gb-wls,0.7487
al,gb,0.6961
al,gd,0.6111
al,ge,0.7435
al,gf,0.7324
al,gg,0.8229
al,gh,0.6405
al,gi,0.7597
al,gl,0.7626
al,gm,0.646
al,gn,0.6808
al,gp,0.698
al,gq,0.7248
al,gr,0.8621
al,gs,0.7228
al,gt,0.8955
al,gu,0.7579
al,gw,0.6627
al,gy,0.7009
al,hk,0.5953
al,hm,0.7662
al,hn,0.9964
al,hr,0.6681
al,ht,0.6811
al,hu,0.7351
al,id,0.6647
al,ie,0.7976
al,il,0.8992
al,im,0.5833
al,in,0.7469
al,io,0.7362
al,iq,0.7172
al,ir,0.7424
al,is,0.7889
al,it,0.782
al,je,0.8567
al,jm,0.6957
al,jo,0.7195
al,jp,0.9102
al,ke,0.6532
al,kg,0.2183
al,kh,0.6922
al,ki,0.6523
al,km,0.7465
al,kn,0.6333
al,kp,0.6669
al,kr,0.8915
al,kw,0.7314
al,ky,0.7335
al,kz,0.9317
al,la,0.6532
al,lb,0.7179
al,lc,0.9421
al,li,0.6315
al,lk,0.5666
al,lr,0.6987
al,ls,0.8405
al,lt,0.6086
al,lu,0.8338
al,lv,0.6673
al,ly,0.5874
al,ma,0.5774
al,mc,0.771
al,md,0.6551
al,me,0.2571
al,mf,0.7565
al,mg,0.7564
al,mh,0.7962
al,mk,0.5663
al,ml,0.6752
al,mm,0.6568
al,mn,0.6024
al,mo,0.8295
al,mp,0.8338
al,mq,0.6679
al,mr,0.6868
al,ms,0.7434
al,mt,0.765
al,mu,0.6539
al,mv,0.5827
al,mw,0.6306
al,mx,0.7341
al,my,0.6706
al,mz,0.6455
al,na,0.7051
al,nc,0.7224
al,ne,0.7518
al,nf,0.8342
al,ng,0.8894
al,ni,0.9229
al,nl,0.7589
al,no,0.615
al,np,0.6255
al,nr,0.7847
al,nu,0.7206
al,nz,0.7573
al,om,0.6839
al,pa,0.7835
al,pe,0.6975
al,pf,0.7189
al,pg,0.6065
al,ph,0.6987
al,pk,0.7952
al,pl,0.7778
al,pm,0.7477
al,pn,0.72
al,pr,0.6502
al,ps,0.759
al,pt,0.4606
al,pw,0.9985
al,py,0.7705
al,qa,0.7113
al,re,0.7164
al,ro,0.6624
al,rs,0.7233
al,ru,0.7491
al,rw,0.8098
al,sa,0.7881
al,sb,0.7534
al,sc,0.6922
al,sd,0.7241
al,se,0.7814
al,sg,0.7797
al,sh,0.7461
al,si,0.7085
al,sj,0.615
al,sk,0.721
al,sl,0.8841
al,sm,0.8854
al,sn,0.6789
al,so,0.922
al,sr,0.6769
al,ss,0.7642
al,st,0.7296
al,sv,0.8842
al,sx,0.6803
al,sy,0.7884
al,sz,0.6351
al,tc,0.7464
al,td,0.6519
al,tf,0.7913
al,tg,0.6774
al,th,0.688
al,tj,0.7765
al,tk,0.7449
al,tl,0.5816
al,tm,0.7592
al,tn,0.2913
al,to,0.62
al,tr,0.2542
al,tt,0.5708
al,tv,0.8752
al,tw,0.3522
al,tz,0.7746
al,ua,0.7712
al,ug,0.6135
al,um,0.6924
al,us,0.6924
al,uy,0.8569
al,uz,0.8471
al,va,0.8247
al,vc,0.7137
al,ve,0.6131
al,vg,0.7275
al,vi,0.8514
al,vn,0.2255
al,vu,0.6374
al,wf,0.5928
al,ws,0.5919
al,xk,0.8083
al,ye,0.7372
al,yt,0.8811
al,za,0.6935
al,zm,0.7078
al,zw,0.6536
am,ad,0.5565
am,ae,0.6829
am,af,0.5518
am,ag,0.5412
am,ai,0.6493
am,al,0.5989
am,am,0.0
am,ao,0.5914
am,aq,0.7931
am,ar,0.7678
am,as,0.6912
am,at,0.6247
am,au,0.6335
am,aw,0.6576
am,ax,0.6976
am,az,0.6883
am,ba,0.6437
am,bb,0.6096
am,bd,0.654
am,be,0.5841
am,bf,0.5761
am,bg,0.6124
am,bh,0.6452
am,bi,0.5941
am,bj,0.6084
am,bl,0.7519
am,bm,0.548
am,bn,0.6173
am,bo,0.6
am,bq,0.6967
am,br,0.6446
am,bs,0.7096
am,bt,0.601
am,bv,0.5209
am,bw,0.6911
am,by,0.5781
am,bz,0.5572
am,ca,0.6733
am,cc,0.6845
am,cd,0.6999
am,cf,0.5612
am,cg,0.5855
am,ch,0.6375
am,ci,0.6651
am,ck,0.6211
am,cl,0.664
am,cm,0.5717
am,cn,0.6192
am,co,0.5928
am,cr,0.7069
am,cu,0.6472
am,cv,0.67
am,cw,0.6424
am,cx,0.6514
am,cy,0.825
am,cz,0.6389
am,de,0.533
am,dj,0.6974
am,dk,0.607
am,dm,0.636
am,do,0.6302
am,dz,0.7093
am,ec,0.5833
am,ee,0.6662
am,eg,0.6614
am,eh,0.6367
am,er,0.6106
am,es,0.5376
am,et,0.5929
am,fi,0.6931
am,fj,0.6427
am,fk,0.6224
am,fm,0.7388
am,fo,0.7063
am,fr,0.6417
am,ga,0.7415
am,gb-eng,0.7591
am,gb-nir,0.758
am,gb-sct,0.7172
am,gb-wls,0.6478
am,gb,0.6253
am,gd,0.4691
am,ge,0.7447
am,gf,0.6132
am,gg,0.7439
am,gh,0.6186
am,gi,0.6939
am,gl,0.7179
am,gm,0.4598
am,gn,0.5771
am,gp,0.6099
am,gq,0.6087
am,gr,0.7099
am,gs,0.6058
am,gt,0.7077
am,gu,0.62
am,gw,0.5875
am,gy,0.6119
am,hk,0.6038
am,hm,0.6619
am,hn,0.865
am,hr,0.6645
am,ht,0.5757
am,hu,0.6132
am,id,0.6671
am,ie,0.6562
am,il,0.7638
am,im,0.5933
am,in,0.6363
am,io,0.5854
am,iq,0.6519
am,ir,0.6383
am,is,0.6908
am,it,0.6445
am,je,0.7441
am,jm,0.5604
am,jo,0.6406
am,jp,0.8045
am,ke,0.6144
am,kg,0.6321
am,kh,0.6364
am,ki,0.515
am,km,0.6407
am,kn,0.5802
am,kp,0.6462
am,kr,0.7626
am,kw,0.6424
am,ky,0.6187
am,kz,0.7387
am,la,0.5056
am,lb,0.624
am,lc,0.7587
am,li,0.5716
am,lk,0.5023
am,lr,0.6001
am,ls,0.7096
am,lt,0.4344
am,lu,0.7063
am,lv,0.6031
am,ly,0.5233
am,ma,0.5746
am,mc,0.647
am,md,0.5518
am,me,0.5686
am,mf,0.6417
am,mg,0.6437
am,mh,0.6623
am,mk,0.5547
am,ml,0.5761
am,mm,0.5414
am,mn,0.564
am,mo,0.6672
am,mp,0.6145
am,mq,0.6249
am,mr,0.497
am,ms,0.6234
am,mt,0.6863
am,mu,0.5382
am,mv,0.5146
am,mw,0.5724
am,mx,0.615
am,my,0.5406
am,mz,0.5083
am,na,0.5496
am,nc,0.6444
am,ne,0.627
am,nf,0.6628
am,ng,0.7025
am,ni,0.8161
am,nl,0.6581
am,no,0.5209
am,np,0.5279
am,nr,0.6904
am,nu,0.6403
am,nz,0.6404
am,om,0.672
am,pa,0.659
am,pe,0.6503
am,pf,0.6309
am,pg,0.5882
am,ph,0.5976
am,pk,0.6722
am,pl,0.7446
am,pm,0.6136
am,pn,0.6059
am,pr,0.6244
am,ps,0.6573
am,pt,0.5952
am,pw,0.829
am,py,0.6593
am,qa,0.6395
am,re,0.6333
am,ro,0.5737
am,rs,0.5013
am,ru,0.5684
am,rw,0.6898
am,sa,0.6523
am,sb,0.5994
am,sc,0.5859
am,sd,0.6303
am,se,0.7113
am,sg,0.6564
am,sh,0.638
am,si,0.6216
am,sj,0.5209
am,sk,0.6026
am,sl,0.7736
am,sm,0.7427
am,sn,0.5735
am,so,0.7463
am,sr,0.6034
am,ss,0.6387
am,st,0.6861
am,sv,0.7876
am,sx,0.5837
am,sy,0.7284
am,sz,0.56
am,tc,0.6438
am,td,0.5702
am,tf,0.6482
am,tg,0.58
am,th,0.5403
am,tj,0.635
am,tk,0.6096
am,tl,0.5604
am,tm,0.6203
am,tn,0.6181
am,to,0.569
am,tr,0.6157
am,tt,0.5677
am,tv,0.6858
am,tw,0.6178
am,tz,0.633
am,ua,0.6213
am,ug,0.5081
am,um,0.5662
am,us,0.5662
am,uy,0.6775
am,uz,0.725
am,va,0.7226
am,vc,0.5706
am,ve,0.4745
am,vg,0.6116
am,vi,0.7121
am,vn,0.6566
am,vu,0.527
am,wf,0.5941
am,ws,0.5731
am,xk,0.6658
am,ye,0.6718
am,yt,0.749
am,za,0.5754
am,zm,0.6224
am,zw,0.5615
ao,ad,0.5307
ao,ae,0.5641
ao,af,0.4621
ao,ag,0.5101
ao,ai,0.5752
ao,al,0.6109
ao,am,0.5914
ao,ao,0.0
ao,aq,0.828
ao,ar,0.8238
ao,as,0.6708
ao,at,0.6184
ao,au,0.5773
ao,aw,0.7538
ao,ax,0.6258
ao,az,0.6497
ao,ba,0.6098
ao,bb,0.606
ao,bd,0.6053
ao,be,0.534
ao,bf,0.4999
ao,bg,0.6957
ao,bh,0.7146
ao,bi,0.6498
ao,bj,0.5995
ao,bl,0.8949
ao,bm,0.4698
ao,bn,0.6943
ao,bo,0.5188
ao,bq,0.693
ao,br,0.6288
ao,bs,0.5841
ao,bt,0.683
ao,bv,0.5731
ao,bw,0.722
ao,by,0.3857
ao,bz,0.5735
ao,ca,0.7252
ao,cc,0.6324
ao,cd,0.695
ao,cf,0.6372
ao,cg,0.6409
ao,ch,0.6784
ao,ci,0.7341
ao,ck,0.5578
ao,cl,0.7043
ao,cm,0.5654
ao,cn,0.6309
ao,co,0.542
ao,cr,0.6845
ao,cu,0.6803
ao,cv,0.7029
ao,cw,0.6502
ao,cx,0.5849
ao,cy,0.9472
ao,cz,0.6853
ao,de,0.6166
ao,dj,0.7313
ao,dk,0.5577
ao,dm,0.577
ao,do,0.6077
ao,dz,0.769
ao,ec,0.6012
ao,ee,0.7707
ao,eg,0.4997
ao,eh,0.5829
ao,er,0.5871
ao,es,0.5726
ao,et,0.6379
ao,fi,0.8297
ao,fj,0.711
ao,fk,0.5616
ao,fm,0.8207
ao,fo,0.8289
ao,fr,0.6292
ao,ga,0.6784
ao,gb-eng,0.841
ao,gb-nir,0.8724
ao,gb-sct,0.7852
ao,gb-wls,0.5914
ao,gb,0.596
ao,gd,0.5117
ao,ge,0.8294
ao,gf,0.7174
ao,gg,0.8372
ao,gh,0.4577
ao,gi,0.7649
ao,gl,0.6912
ao,gm,0.458
ao,gn,0.5536
ao,gp,0.4567
ao,gq,0.699
ao,gr,0.7726
ao,gs,0.5387
ao,gt,0.789
ao,gu,0.5911
ao,gw,0.49
ao,gy,0.5898
ao,hk,0.6305
ao,hm,0.6013
ao,hn,0.8689
ao,hr,0.6283
ao,ht,0.5847
ao,hu,0.6469
ao,id,0.8174
ao,ie,0.7366
ao,il,0.8441
ao,im,0.4536
ao,in,0.6298
ao,io,0.6493
ao,iq,0.4919
ao,ir,0.7337
ao,is,0.6447
ao,it,0.6951
ao,je,0.8487
ao,jm,0.5218
ao,jo,0.5384
ao,jp,0.9277
ao,ke,0.4766
ao,kg,0.6261
ao,kh,0.5561
ao,ki,0.6033
ao,km,0.615
ao,kn,0.5016
ao,kp,0.5989
ao,kr,0.8883
ao,kw,0.6259
ao,ky,0.5586
ao,kz,0.7604
ao,la,0.4882
ao,lb,0.6797
ao,lc,0.8537
ao,li,0.56
ao,lk,0.5521
ao,lr,0.6749
ao,ls,0.7178
ao,lt,0.5618
ao,lu,0.7179
ao,lv,0.6332
ao,ly,0.4041
ao,ma,0.5802
ao,mc,0.7638
ao,md,0.5332
ao,me,0.5778
ao,mf,0.6292
ao,mg,0.6617
ao,mh,0.6395
ao,mk,0.5938
ao,ml,0.5587
ao,mm,0.6353
ao,mn,0.588
ao,mo,0.6616
ao,mp,0.6501
ao,mq,0.5585
ao,mr,0.5979
ao,ms,0.5569
ao,mt,0.7212
ao,mu,0.5709
ao,mv,0.4547
ao,mw,0.4231
ao,mx,0.6122
ao,my,0.6786
ao,mz,0.6109
ao,na,0.5254
ao,nc,0.5763
ao,ne,0.6418
ao,nf,0.6975
ao,ng,0.7418
ao,ni,0.7917
ao,nl,0.6487
ao,no,0.5731
ao,np,0.5249
ao,nr,0.6327
ao,nu,0.7509
ao,nz,0.5678
ao,om,0.5225
ao,pa,0.7137
ao,pe,0.6198
ao,pf,0.6722
ao,pg,0.2831
ao,ph,0.6536
ao,pk,0.6928
ao,pl,0.7052
ao,pm,0.6392
ao,pn,0.5329
ao,pr,0.7048
ao,ps,0.6118
ao,pt,0.5677
ao,pw,0.8289
ao,py,0.6502
ao,qa,0.6951
ao,re,0.7037
ao,ro,0.5299
ao,rs,0.7158
ao,ru,0.6928
ao,rw,0.7131
ao,sa,0.6036
ao,sb,0.5944
ao,sc,0.6114
ao,sd,0.4719
ao,se,0.6463
ao,sg,0.8166
ao,sh,0.5619
ao,si,0.7435
ao,sj,0.5731
ao,sk,0.6841
ao,sl,0.7593
ao,sm,0.786
ao,sn,0.609
ao,so,0.7908
ao,sr,0.5965
ao,ss,0.5795
ao,st,0.6176
ao,sv,0.7525
ao,sx,0.5703
ao,sy,0.6084
ao,sz,0.5527
ao,tc,0.563
ao,td,0.5166
ao,tf,0.6422
ao,tg,0.5604
ao,th,0.6395
ao,tj,0.671
ao,tk,0.6259
ao,tl,0.5535
ao,tm,0.6144
ao,tn,0.6231
ao,to,0.6227
ao,tr,0.6248
ao,tt,0.4462
ao,tv,0.7101
ao,tw,0.6471
ao,tz,0.5916
ao,ua,0.7821
ao,ug,0.5382
ao,um,0.6747
ao,us,0.6747
ao,uy,0.7919
ao,uz,0.7316
ao,va,0.8411
ao,vc,0.6069
ao,ve,0.5336
ao,vg,0.5479
ao,vi,0.8575
ao,vn,0.6479
ao,vu,0.3597
ao,wf,0.4802
ao,ws,0.4865
ao,xk,0.6501
ao,ye,0.5186
ao,yt,0.8911
ao,za,0.5277
ao,zm,0.5924
ao,zw,0.5973
aq,ad,0.7104
aq,ae,0.6665
aq,af,0.6674
aq,ag,0.7601
aq,ai,0.6819
aq,al,0.9791
aq,am,0.7931
aq,ao,0.828
aq,aq,0.0
aq,ar,0.5133
aq,as,0.599
aq,at,0.7252
aq,au,0.7129
aq,aw,0.5805
aq,ax,0.6524
aq,az,0.6127
aq,ba,0.6381
aq,bb,0.6626
aq,bd,0.6739
aq,be,0.7501
aq,bf,0.7394
aq,bg,0.6977
aq,bh,0.7802
aq,bi,0.6163
aq,bj,0.7101
aq,bl,0.649
aq,bm,0.7485
aq,bn,0.7577
aq,bo,0.7201
aq,bq,0.6393
aq,br,0.6411
aq,bs,0.6426
aq,bt,0.7641
aq,bv,0.7296
aq,bw,0.6113
aq,by,0.7697
aq,bz,0.6563
aq,ca,0.8051
aq,cc,0.8
aq,cd,0.6139
aq,cf,0.6618
aq,cg,0.6944
aq,ch,0.8712
aq,ci,0.6264
aq,ck,0.685
aq,cl,0.6848
aq,cm,0.723
aq,cn,0.8949
aq,co,0.7879
aq,cr,0.6208
aq,cu,0.6117
aq,cv,0.6165
aq,cw,0.6951
aq,cx,0.6666
aq,cy,0.6604
aq,cz,0.6752
aq,de,0.8501
aq,dj,0.5718
aq,dk,0.7634
aq,dm,0.6661
aq,do,0.6484
aq,dz,0.6092
aq,ec,0.7742
aq,ee,0.6941
aq,eg,0.7112
aq,eh,0.6651
aq,er,0.6884
aq,es,0.794
aq,et,0.7295
aq,fi,0.6549
aq,fj,0.5446
aq,fk,0.6618
aq,fm,0.5851
aq,fo,0.6221
aq,fr,0.6259
aq,ga,0.5993
aq,gb-eng,0.6852
aq,gb-nir,0.6821
aq,gb-sct,0.5195
aq,gb-wls,0.6384
aq,gb,0.6228
aq,gd,0.7221
aq,ge,0.7263
aq,gf,0.7613
aq,gg,0.6854
aq,gh,0.7349
aq,gi,0.7368
aq,gl,0.7005
aq,gm,0.6926
aq,gn,0.7029
aq,gp,0.7287
aq,gq,0.6366
aq,gr,0.5223
aq,gs,0.6805
aq,gt,0.4794
aq,gu,0.6968
aq,gw,0.7436
aq,gy,0.6318
aq,hk,0.8433
aq,hm,0.7329
aq,hn,0.502
aq,hr,0.6814
aq,ht,0.6746
aq,hu,0.6125
aq,id,0.7805
aq,ie,0.5751
aq,il,0.5607
aq,im,0.8508
aq,in,0.6518
aq,io,0.5632
aq,iq,0.7145
aq,ir,0.6414
aq,is,0.5982
aq,it,0.589
aq,je,0.6609
aq,jm,0.7302
aq,jo,0.6877
aq,jp,0.7055
aq,ke,0.7459
aq,kg,0.9502
aq,kh,0.6664
aq,ki,0.6884
aq,km,0.6301
aq,kn,0.7467
aq,kp,0.688
aq,kr,0.6485
aq,kw,0.6434
aq,ky,0.6791
aq,kz,0.5451
aq,la,0.7395
aq,lb,0.7003
aq,lc,0.5833
aq,li,0.7577
aq,lk,0.723
aq,lr,0.6331
aq,ls,0.5663
aq,lt,0.7688
aq,lu,0.5905
aq,lv,0.7269
aq,ly,0.8261
aq,ma,0.8377
aq,mc,0.7164
aq,md,0.696
aq,me,0.8936
aq,mf,0.6259
aq,mg,0.7066
aq,mh,0.6277
aq,mk,0.7892
aq,ml,0.706
aq,mm,0.7227
aq,mn,0.7672
aq,mo,0.6301
aq,mp,0.5869
aq,mq,0.7399
aq,mr,0.7175
aq,ms,0.6806
aq,mt,0.7183
aq,mu,0.7026
aq,mv,0.8101
aq,mw,0.7347
aq,mx,0.6236
aq,my,0.6914
aq,mz,0.7534
aq,na,0.6415
aq,nc,0.6423
aq,ne,0.6696
aq,nf,0.5811
aq,ng,0.5465
aq,ni,0.523
aq,nl,0.6037
aq,no,0.7296
aq,np,0.6588
aq,nr,0.7311
aq,nu,0.806
aq,nz,0.7154
aq,om,0.7325
aq,pa,0.656
aq,pe,0.7375
aq,pf,0.6904
aq,pg,0.8211
aq,ph,0.7008
aq,pk,0.7239
aq,pl,0.7077
aq,pm,0.5225
aq,pn,0.6726
aq,pr,0.7109
aq,ps,0.659
aq,pt,0.826
aq,pw,0.575
aq,py,0.6224
aq,qa,0.7436
aq,re,0.6612
aq,ro,0.7022
aq,rs,0.6409
aq,ru,0.7
aq,rw,0.6016
aq,sa,0.7254
aq,sb,0.6317
aq,sc,0.639
aq,sd,0.6812
aq,se,0.6549
aq,sg,0.6905
aq,sh,0.6935
aq,si,0.7597
aq,sj,0.7296
aq,sk,0.6932
aq,sl,0.5163
aq,sm,0.5493
aq,sn,0.6926
aq,so,0.5719
aq,sr,0.6468
aq,ss,0.6405
aq,st,0.6983
aq,sv,0.5525
aq,sx,0.7078
aq,sy,0.6496
aq,sz,0.6653
aq,tc,0.6933
aq,td,0.7192
aq,tf,0.6209
aq,tg,0.7073
aq,th,0.6693
aq,tj,0.6732
aq,tk,0.6782
aq,tl,0.8207
aq,tm,0.7045
aq,tn,0.8816
aq,to,0.8731
aq,tr,0.8935
aq,tt,0.8035
aq,tv,0.4269
aq,tw,0.8932
aq,tz,0.673
aq,ua,0.7208
aq,ug,0.8055
aq,um,0.5942
aq,us,0.5942
aq,uy,0.583
aq,uz,0.5138
aq,va,0.7187
aq,vc,0.6429
aq,ve,0.7829
aq,vg,0.6773
aq,vi,0.6325
aq,vn,0.9687
aq,vu,0.7438
aq,wf,0.8082
aq,ws,0.803
aq,xk,0.6066
aq,ye,0.7086
aq,yt,0.6353
aq,za,0.6594
aq,zm,0.7841
aq,zw,0.7617
ar,ad,0.7087
ar,ae,0.6227
ar,af,0.7277
ar,ag,0.7391
ar,ai,0.6951
ar,al,0.894
ar,am,0.7678
ar,ao,0.8238
ar,aq,0.5133
ar,ar,0.0
ar,as,0.618
ar,at,0.6146
ar,au,0.7242
ar,aw,0.5765
ar,ax,0.6226
ar,az,0.5849
ar,ba,0.7013
ar,bb,0.7188
ar,bd,0.7261
ar,be,0.7532
ar,bf,0.7139
ar,bg,0.6623
ar,bh,0.6646
ar,bi,0.5936
ar,bj,0.6944
ar,bl,0.4773
ar,bm,0.6822
ar,bn,0.6751
ar,bo,0.6493
ar,bq,0.6056
ar,br,0.6779
ar,bs,0.6677
ar,bt,0.6604
ar,bv,0.6758
ar,bw,0.4132
ar,by,0.7175
ar,bz,0.6812
ar,ca,0.722
ar,cc,0.8206
ar,cd,0.6193
ar,cf,0.5998
ar,cg,0.6742
ar,ch,0.8022
ar,ci,0.6076
ar,ck,0.7011
ar,cl,0.6322
ar,cm,0.6886
ar,cn,0.8165
ar,co,0.7265
ar,cr,0.5987
ar,cu,0.6094
ar,cv,0.6362
ar,cw,0.7336
ar,cx,0.6995
ar,cy,0.5018
ar,cz,0.6325
ar,de,0.808
ar,dj,0.511
ar,dk,0.6824
ar,dm,0.6718
ar,do,0.598
ar,dz,0.5924
ar,ec,0.7041
ar,ee,0.7106
ar,eg,0.6278
ar,eh,0.6345
ar,er,0.6422
ar,es,0.713
ar,et,0.6551
ar,fi,0.6246
ar,fj,0.5013
ar,fk,0.6788
ar,fm,0.2776
ar,fo,0.533
ar,fr,0.6543
ar,ga,0.5506
ar,gb-eng,0.5662
ar,gb-nir,0.5737
ar,gb-sct,0.5435
ar,gb-wls,0.582
ar,gb,0.5621
ar,gd,0.698
ar,ge,0.6044
ar,gf,0.7191
ar,gg,0.5702
ar,gh,0.6614
ar,gi,0.5869
ar,gl,0.5984
ar,gm,0.6662
ar,gn,0.6908
ar,gp,0.7896
ar,gq,0.5884
ar,gr,0.4604
ar,gs,0.6989
ar,gt,0.4939
ar,gu,0.7312
ar,gw,0.6994
ar,gy,0.6092
ar,hk,0.771
ar,hm,0.7445
ar,hn,0.4548
ar,hr,0.5791
ar,ht,0.6705
ar,hu,0.5082
ar,id,0.6753
ar,ie,0.5601
ar,il,0.4402
ar,im,0.7926
ar,in,0.552
ar,io,0.5188
ar,iq,0.634
ar,ir,0.5414
ar,is,0.5804
ar,it,0.6075
ar,je,0.5078
ar,jm,0.7598
ar,jo,0.6519
ar,jp,0.5433
ar,ke,0.7481
ar,kg,0.8745
ar,kh,0.6622
ar,ki,0.6393
ar,km,0.5962
ar,kn,0.74
ar,kp,0.6505
ar,kr,0.4944
ar,kw,0.6377
ar,ky,0.6977
ar,kz,0.5986
ar,la,0.7414
ar,lb,0.5717
ar,lc,0.5487
ar,li,0.743
ar,lk,0.6553
ar,lr,0.5656
ar,ls,0.4999
ar,lt,0.7411
ar,lu,0.4977
ar,lv,0.6553
ar,ly,0.8377
ar,ma,0.7778
ar,mc,0.6172
ar,md,0.693
ar,me,0.8208
ar,mf,0.6543
ar,mg,0.6047
ar,mh,0.6335
ar,mk,0.7004
ar,ml,0.6959
ar,mm,0.6818
ar,mn,0.6896
ar,mo,0.6845
ar,mp,0.6677
ar,mq,0.7254
ar,mr,0.7047
ar,ms,0.7006
ar,mt,0.6069
ar,mu,0.6708
ar,mv,0.7533
ar,mw,0.7264
ar,mx,0.6363
ar,my,0.6351
ar,mz,0.7293
ar,na,0.6512
ar,nc,0.6207
ar,ne,0.5678
ar,nf,0.6379
ar,ng,0.6278
ar,ni,0.4699
ar,nl,0.5133
ar,no,0.6758
ar,np,0.6211
ar,nr,0.7527
ar,nu,0.7165
ar,nz,0.7335
ar,om,0.6696
ar,pa,0.596
ar,pe,0.6889
ar,pf,0.566
ar,pg,0.8117
ar,ph,0.6349
ar,pk,0.6969
ar,pl,0.601
ar,pm,0.5405
ar,pn,0.6884
ar,pr,0.6736
ar,ps,0.6214
ar,pt,0.8134
ar,pw,0.6299
ar,py,0.5284
ar,qa,0.6445
ar,re,0.635
ar,ro,0.7083
ar,rs,0.6092
ar,ru,0.6732
ar,rw,0.6003
ar,sa,0.7765
ar,sb,0.6545
ar,sc,0.6025
ar,sd,0.6631
ar,se,0.6423
ar,sg,0.5718
ar,sh,0.7104
ar,si,0.7329
ar,sj,0.6758
ar,sk,0.6459
ar,sl,0.4597
ar,sm,0.4467
ar,sn,0.6889
ar,so,0.5856
ar,sr,0.631
ar,ss,0.6465
ar,st,0.6606
ar,sv,0.4971
ar,sx,0.6473
ar,sy,0.6026
ar,sz,0.6402
ar,tc,0.7082
ar,td,0.7267
ar,tf,0.6291
ar,tg,0.6856
ar,th,0.6567
ar,tj,0.5928
ar,tk,0.7348
ar,tl,0.7808
ar,tm,0.7198
ar,tn,0.8201
ar,to,0.7993
ar,tr,0.8215
ar,tt,0.7364
ar,tv,0.59
ar,tw,0.8402
ar,tz,0.6887
ar,ua,0.6873
ar,ug,0.8001
ar,um,0.542
ar,us,0.542
ar,uy,0.515
ar,uz,0.4347
ar,va,0.6034
ar,vc,0.6856
ar,ve,0.7595
ar,vg,0.6957
ar,vi,0.4773
ar,vn,0.8945
ar,vu,0.741
ar,wf,0.7459
ar,ws,0.7658
ar,xk,0.6442
ar,ye,0.6314
ar,yt,0.473
ar,za,0.6606
ar,zm,0.7902
ar,zw,0.7233
as,ad,0.6233
as,ae,0.5338
as,af,0.5632
as,ag,0.618
as,ai,0.6421
as,al,0.7925
as,am,0.6912
as,ao,0.6708
as,aq,0.599
as,ar,0.618
as,as,0.0
as,at,0.6
as,au,0.6729
as,aw,0.6466
as,ax,0.6265
as,az,0.6026
as,ba,0.6294
as,bb,0.6622
as,bd,0.6369
as,be,0.6179
as,bf,0.657
as,bg,0.7065
as,bh,0.7539
as,bi,0.5781
as,bj,0.6198
as,bl,0.7386
as,bm,0.6287
as,bn,0.7622
as,bo,0.5994
as,bq,0.714
as,br,0.626
as,bs,0.5698
as,bt,0.6944
as,bv,0.6255
as,bw,0.6873
as,by,0.6577
as,bz,0.5799
as,ca,0.7553
as,cc,0.7323
as,cd,0.6586
as,cf,0.6281
as,cg,0.6218
as,ch,0.7049
as,ci,0.6908
as,ck,0.6327
as,cl,0.628
as,cm,0.5945
as,cn,0.7463
as,co,0.7028
as,cr,0.5985
as,cu,0.5687
as,cv,0.5819
as,cw,0.6502
as,cx,0.5957
as,cy,0.7815
as,cz,0.6437
as,de,0.7148
as,dj,0.67
as,dk,0.6464
as,dm,0.617
as,do,0.5759
as,dz,0.565
as,ec,0.698
as,ee,0.7456
as,eg,0.573
as,eh,0.5269
as,er,0.6205
as,es,0.6394
as,et,0.6104
as,fi,0.7304
as,fj,0.61
as,fk,0.6153
as,fm,0.6873
as,fo,0.6967
as,fr,0.5956
as,ga,0.5835
as,gb-eng,0.7554
as,gb-nir,0.754
as,gb-sct,0.5866
as,gb-wls,0.652
as,gb,0.5835
as,gd,0.6376
as,ge,0.7606
as,gf,0.7516
as,gg,0.734
as,gh,0.6106
as,gi,0.7064
as,gl,0.6907
as,gm,0.6054
as,gn,0.6659
as,gp,0.6413
as,gq,0.5498
as,gr,0.5992
as,gs,0.6266
as,gt,0.6442
as,gu,0.6204
as,gw,0.6526
as,gy,0.5929
as,hk,0.6899
as,hm,0.6916
as,hn,0.6362
as,hr,0.5777
as,ht,0.5702
as,hu,0.537
as,id,0.7317
as,ie,0.5983
as,il,0.6529
as,im,0.6961
as,in,0.59
as,io,0.5755
as,iq,0.5766
as,ir,0.5688
as,is,0.5973
as,it,0.6062
as,je,0.7334
as,jm,0.6414
as,jo,0.5435
as,jp,0.7979
as,ke,0.6141
as,kg,0.7678
as,kh,0.5561
as,ki,0.5976
as,km,0.5995
as,kn,0.6455
as,kp,0.6068
as,kr,0.7467
as,kw,0.505
as,ky,0.6258
as,kz,0.6575
as,la,0.6099
as,lb,0.6267
as,lc,0.7227
as,li,0.6426
as,lk,0.6196
as,lr,0.5714
as,ls,0.5515
as,lt,0.6891
as,lu,0.5867
as,lv,0.589
as,ly,0.712
