code1,code2,distance
la,ls,0.7078
la,lt,0.5216
la,lu,0.6786
la,lv,0.579
la,ly,0.5372
la,ma,0.5974
la,mc,0.6511
la,md,0.5145
la,me,0.596
la,mf,0.5325
la,mg,0.68
la,mh,0.63
la,mk,0.5828
la,ml,0.5314
la,mm,0.521
la,mn,0.5814
la,mo,0.6068
la,mp,0.6087
la,mq,0.5953
la,mr,0.4971
la,ms,0.4907
la,mt,0.6407
la,mu,0.5579
la,mv,0.3743
la,mw,0.536
la,mx,0.5472
la,my,0.6049
la,mz,0.5932
la,na,0.5104
la,nc,0.6338
la,ne,0.6632
la,nf,0.6414
la,ng,0.6433
la,ni,0.736
la,nl,0.5969
la,no,0.5104
la,np,0.4987
la,nr,0.5266
la,nu,0.7108
la,nz,0.4893
la,om,0.5918
la,pa,0.6742
la,pe,0.5305
la,pf,0.588
la,pg,0.5128
la,ph,0.5738
la,pk,0.6652
la,pl,0.6531
la,pm,0.6158
la,pn,0.4827
la,pr,0.6118
la,ps,0.6209
la,pt,0.5891
la,pw,0.7802
la,py,0.6289
la,qa,0.6658
la,re,0.601
la,ro,0.4514
la,rs,0.5907
la,ru,0.6146
la,rw,0.6767
la,sa,0.6219
la,sb,0.5718
la,sc,0.5966
la,sd,0.5057
la,se,0.6497
la,sg,0.7149
la,sh,0.4994
la,si,0.6456
la,sj,0.5104
la,sk,0.6107
la,sl,0.6986
la,sm,0.7468
la,sn,0.5801
la,so,0.6971
la,sr,0.6179
la,ss,0.6249
la,st,0.6911
la,sv,0.7091
la,sx,0.5967
la,sy,0.6371
la,sz,0.5773
la,tc,0.5083
la,td,0.4487
la,tf,0.6199
la,tg,0.6226
la,th,0.5745
la,tj,0.6539
la,tk,0.5043
la,tl,0.5685
la,tm,0.6143
la,tn,0.6049
la,to,0.6531
la,tr,0.6301
la,tt,0.4898
la,tv,0.6604
la,tw,0.6365
la,tz,0.6398
la,ua,0.6761
la,ug,0.5771
la,um,0.565
la,us,0.565
la,uy,0.7145
la,uz,0.6785
la,va,0.7641
la,vc,0.5596
la,ve,0.4241
la,vg,0.4885
la,vi,0.7634
la,vn,0.6648
la,vu,0.4958
la,wf,0.4782
la,ws,0.4222
la,xk,0.6055
la,ye,0.5653
la,yt,0.8061
la,za,0.5477
la,zm,0.6256
la,zw,0.6594
lb,ad,0.6165
lb,ae,0.5601
lb,af,0.6891
lb,ag,0.5749
lb,ai,0.6913
lb,al,0.7179
lb,am,0.624
lb,ao,0.6797
lb,aq,0.7003
lb,ar,0.5717
lb,as,0.6267
lb,at,0.333
lb,au,0.7284
lb,aw,0.6808
lb,ax,0.6979
lb,az,0.6984
lb,ba,0.7268
lb,bb,0.7273
lb,bd,0.7605
lb,be,0.6909
lb,bf,0.6747
lb,bg,0.6214
lb,bh,0.5875
lb,bi,0.5173
lb,bj,0.6542
lb,bl,0.5587
lb,bm,0.4808
lb,bn,0.6191
lb,bo,0.5811
lb,bq,0.6526
lb,br,0.7059
lb,bs,0.7534
lb,bt,0.5637
lb,bv,0.5779
lb,bw,0.7056
lb,by,0.5929
lb,bz,0.6601
lb,ca,0.6702
lb,cc,0.8074
lb,cd,0.7093
lb,cf,0.5145
lb,cg,0.648
lb,ch,0.6455
lb,ci,0.6493
lb,ck,0.7079
lb,cl,0.61
lb,cm,0.6016
lb,cn,0.6872
lb,co,0.5925
lb,cr,0.6203
lb,cu,0.6072
lb,cv,0.6798
lb,cw,0.743
lb,cx,0.7315
lb,cy,0.6094
lb,cz,0.6227
lb,de,0.7386
lb,dj,0.6078
lb,dk,0.463
lb,dm,0.6913
lb,do,0.5292
lb,dz,0.6493
lb,ec,0.5943
lb,ee,0.7975
lb,eg,0.4626
lb,eh,0.6194
lb,er,0.6563
lb,es,0.5617
lb,et,0.5952
lb,fi,0.6949
lb,fj,0.6259
lb,fk,0.6748
lb,fm,0.6907
lb,fo,0.6256
lb,fr,0.6293
lb,ga,0.6651
lb,gb-eng,0.5997
lb,gb-nir,0.6487
lb,gb-sct,0.6714
lb,gb-wls,0.6341
lb,gb,0.536
lb,gd,0.5522
lb,ge,0.6311
lb,gf,0.6973
lb,gg,0.6294
lb,gh,0.5588
lb,gi,0.5058
lb,gl,0.517
lb,gm,0.5312
lb,gn,0.6177
lb,gp,0.7792
lb,gq,0.5143
lb,gr,0.615
lb,gs,0.6929
lb,gt,0.6471
lb,gu,0.7438
lb,gw,0.6053
lb,gy,0.6488
lb,hk,0.6436
lb,hm,0.7517
lb,hn,0.6937
lb,hr,0.4986
lb,ht,0.5795
lb,hu,0.4428
lb,id,0.6292
lb,ie,0.6166
lb,il,0.5228
lb,im,0.5511
lb,in,0.4885
lb,io,0.5692
lb,iq,0.4653
lb,ir,0.4434
lb,is,0.6532
lb,it,0.6395
lb,je,0.5164
lb,jm,0.7593
lb,jo,0.5972
lb,jp,0.6336
lb,ke,0.6827
lb,kg,0.7107
lb,kh,0.7028
lb,ki,0.585
lb,km,0.5875
lb,kn,0.6332
lb,kp,0.68
lb,kr,0.5895
lb,kw,0.5641
lb,ky,0.6948
lb,kz,0.7552
lb,la,0.5972
lb,lb,0.0
lb,lc,0.706
lb,li,0.6302
lb,lk,0.5835
lb,lr,0.4971
lb,ls,0.5328
lb,lt,0.6192
lb,lu,0.5415
lb,lv,0.56
lb,ly,0.7945
lb,ma,0.649
lb,mc,0.5298
lb,md,0.6082
lb,me,0.6784
lb,mf,0.6293
lb,mg,0.5903
lb,mh,0.6819
lb,mk,0.5868
lb,ml,0.6155
lb,mm,0.5809
lb,mn,0.6179
lb,mo,0.7472
lb,mp,0.737
lb,mq,0.7044
lb,mr,0.6191
lb,ms,0.699
lb,mt,0.5151
lb,mu,0.6395
lb,mv,0.5438
lb,mw,0.6625
lb,mx,0.6064
lb,my,0.6032
lb,mz,0.6702
lb,na,0.6332
lb,nc,0.6834
lb,ne,0.5119
lb,nf,0.7004
lb,ng,0.721
lb,ni,0.6372
lb,nl,0.4852
lb,no,0.5779
lb,np,0.547
lb,nr,0.7685
lb,nu,0.6561
lb,nz,0.7356
lb,om,0.6098
lb,pa,0.6055
lb,pe,0.5574
lb,pf,0.1294
lb,pg,0.6657
lb,ph,0.5498
lb,pk,0.6978
lb,pl,0.512
lb,pm,0.6149
lb,pn,0.6843
lb,pr,0.5512
lb,ps,0.6128
lb,pt,0.7077
lb,pw,0.8096
lb,py,0.504
lb,qa,0.6019
lb,re,0.6346
lb,ro,0.6268
lb,rs,0.6007
lb,ru,0.6398
lb,rw,0.6765
lb,sa,0.7736
lb,sb,0.6929
lb,sc,0.5723
lb,sd,0.5433
lb,se,0.7078
lb,sg,0.5683
lb,sh,0.709
lb,si,0.6756
lb,sj,0.5779
lb,sk,0.6113
lb,sl,0.5925
lb,sm,0.588
lb,sn,0.6544
lb,so,0.7327
lb,sr,0.6389
lb,ss,0.6525
lb,st,0.6835
lb,sv,0.6158
lb,sx,0.596
lb,sy,0.598
lb,sz,0.6793
lb,tc,0.7082
lb,td,0.6349
lb,tf,0.676
lb,tg,0.6143
lb,th,0.5717
lb,tj,0.4514
lb,tk,0.7338
lb,tl,0.6675
lb,tm,0.7299
lb,tn,0.6745
lb,to,0.6852
lb,tr,0.6735
lb,tt,0.5512
lb,tv,0.7046
lb,tw,0.7188
lb,tz,0.7197
lb,ua,0.6997
lb,ug,0.68
lb,um,0.5301
lb,us,0.5301
lb,uy,0.5937
lb,uz,0.5615
lb,va,0.6263
lb,vc,0.6672
lb,ve,0.5956
lb,vg,0.6917
lb,vi,0.5796
lb,vn,0.735
lb,vu,0.6591
lb,wf,0.5289
lb,ws,0.5841
lb,xk,0.7199
lb,ye,0.4708
lb,yt,0.5626
lb,za,0.6453
lb,zm,0.7491
lb,zw,0.658
lc,ad,0.7347
lc,ae,0.7473
lc,af,0.7442
lc,ag,0.7969
lc,ai,0.7215
lc,al,0.9421
lc,am,0.7587
lc,ao,0.8537
lc,aq,0.5833
lc,ar,0.5487
lc,as,0.7227
lc,at,0.7636
lc,au,0.7335
lc,aw,0.5807
lc,ax,0.679
lc,az,0.6375
lc,ba,0.72
lc,bb,0.7019
lc,bd,0.7352
lc,be,0.7908
lc,bf,0.7591
lc,bg,0.6642
lc,bh,0.7473
lc,bi,0.6648
lc,bj,0.7254
lc,bl,0.6105
lc,bm,0.739
lc,bn,0.7221
lc,bo,0.7486
lc,bq,0.6679
lc,br,0.698
lc,bs,0.7162
lc,bt,0.7472
lc,bv,0.7349
lc,bw,0.6085
lc,by,0.779
lc,bz,0.7125
lc,ca,0.8074
lc,cc,0.8247
lc,cd,0.6459
lc,cf,0.6548
lc,cg,0.7151
lc,ch,0.9094
lc,ci,0.7001
lc,ck,0.7109
lc,cl,0.7058
lc,cm,0.7227
lc,cn,0.8796
lc,co,0.7669
lc,cr,0.6751
lc,cu,0.6816
lc,cv,0.6749
lc,cw,0.7302
lc,cx,0.7106
lc,cy,0.6549
lc,cz,0.6859
lc,de,0.8433
lc,dj,0.5844
lc,dk,0.7806
lc,dm,0.709
lc,do,0.7095
lc,dz,0.6675
lc,ec,0.7441
lc,ee,0.6803
lc,eg,0.7713
lc,eh,0.7521
lc,er,0.7027
lc,es,0.7986
lc,et,0.7341
lc,fi,0.6412
lc,fj,0.5617
lc,fk,0.6996
lc,fm,0.5899
lc,fo,0.6164
lc,fr,0.7361
lc,ga,0.648
lc,gb-eng,0.6601
lc,gb-nir,0.6768
lc,gb-sct,0.6112
lc,gb-wls,0.6353
lc,gb,0.6445
lc,gd,0.7133
lc,ge,0.6953
lc,gf,0.7362
lc,gg,0.6629
lc,gh,0.7541
lc,gi,0.6994
lc,gl,0.7104
lc,gm,0.7067
lc,gn,0.719
lc,gp,0.7773
lc,gq,0.6875
lc,gr,0.5697
lc,gs,0.7132
lc,gt,0.5492
lc,gu,0.7396
lc,gw,0.7518
lc,gy,0.6655
lc,hk,0.8569
lc,hm,0.7547
lc,hn,0.5971
lc,hr,0.7329
lc,ht,0.7073
lc,hu,0.6757
lc,id,0.8002
lc,ie,0.6605
lc,il,0.6041
lc,im,0.8561
lc,in,0.694
lc,io,0.5847
lc,iq,0.7726
lc,ir,0.6819
lc,is,0.6538
lc,it,0.6932
lc,je,0.6599
lc,jm,0.777
lc,jo,0.7663
lc,jp,0.6596
lc,ke,0.7999
lc,kg,0.9444
lc,kh,0.7405
lc,ki,0.7247
lc,km,0.6722
lc,kn,0.7528
lc,kp,0.7198
lc,kr,0.6248
lc,kw,0.7319
lc,ky,0.7138
lc,kz,0.5998
lc,la,0.7725
lc,lb,0.706
lc,lc,0.0
lc,li,0.7571
lc,lk,0.7115
lc,lr,0.6632
lc,ls,0.6375
lc,lt,0.736
lc,lu,0.6718
lc,lv,0.7593
lc,ly,0.828
lc,ma,0.8268
lc,mc,0.7415
lc,md,0.7059
lc,me,0.8825
lc,mf,0.7361
lc,mg,0.687
lc,mh,0.6774
lc,mk,0.7752
lc,ml,0.7284
lc,mm,0.7361
lc,mn,0.7605
lc,mo,0.7054
lc,mp,0.6715
lc,mq,0.7515
lc,mr,0.718
lc,ms,0.7137
lc,mt,0.7208
lc,mu,0.712
lc,mv,0.7839
lc,mw,0.7774
lc,mx,0.7008
lc,my,0.6893
lc,mz,0.7184
lc,na,0.6759
lc,nc,0.6885
lc,ne,0.701
lc,nf,0.6668
lc,ng,0.6761
lc,ni,0.6247
lc,nl,0.687
lc,no,0.7349
lc,np,0.6594
lc,nr,0.7727
lc,nu,0.7707
lc,nz,0.7412
lc,om,0.7403
lc,pa,0.7001
lc,pe,0.8011
lc,pf,0.7103
lc,pg,0.8442
lc,ph,0.6819
lc,pk,0.739
lc,pl,0.7096
lc,pm,0.5983
lc,pn,0.7071
lc,pr,0.7344
lc,ps,0.7496
lc,pt,0.8575
lc,pw,0.6314
lc,py,0.6953
lc,qa,0.7149
lc,re,0.6327
lc,ro,0.7353
lc,rs,0.6437
lc,ru,0.6636
lc,rw,0.6268
lc,sa,0.7764
lc,sb,0.6567
lc,sc,0.6833
lc,sd,0.7702
lc,se,0.6958
lc,sg,0.7088
lc,sh,0.7277
lc,si,0.7232
lc,sj,0.7349
lc,sk,0.664
lc,sl,0.6274
lc,sm,0.5429
lc,sn,0.7227
lc,so,0.6159
lc,sr,0.6793
lc,ss,0.6992
lc,st,0.7311
lc,sv,0.6455
lc,sx,0.7169
lc,sy,0.7295
lc,sz,0.6828
lc,tc,0.7293
lc,td,0.7509
lc,tf,0.6538
lc,tg,0.7228
lc,th,0.6711
lc,tj,0.7478
lc,tk,0.7317
lc,tl,0.8273
lc,tm,0.7233
lc,tn,0.9001
lc,to,0.858
lc,tr,0.8867
lc,tt,0.7902
lc,tv,0.6026
lc,tw,0.8817
lc,tz,0.6934
lc,ua,0.6949
lc,ug,0.8227
lc,um,0.6173
lc,us,0.6173
lc,uy,0.5911
lc,uz,0.5913
lc,va,0.7069
lc,vc,0.6954
lc,ve,0.7489
lc,vg,0.7122
lc,vi,0.5863
lc,vn,0.9652
lc,vu,0.7649
lc,wf,0.8072
lc,ws,0.8017
lc,xk,0.6547
lc,ye,0.7819
lc,yt,0.5882
lc,za,0.6983
lc,zm,0.8033
lc,zw,0.7497
li,ad,0.541
li,ae,0.5732
li,af,0.5359
li,ag,0.4395
li,ai,0.4967
li,al,0.6315
li,am,0.5716
li,ao,0.56
li,aq,0.7577
li,ar,0.743
li,as,0.6426
li,at,0.5836
li,au,0.4893
li,aw,0.6499
li,ax,0.6057
li,az,0.555
li,ba,0.6459
li,bb,0.5005
li,bd,0.5995
li,be,0.6155
li,bf,0.7005
li,bg,0.6464
li,bh,0.683
li,bi,0.6102
li,bj,0.6101
li,bl,0.8054
li,bm,0.4125
li,bn,0.7084
li,bo,0.6511
li,bq,0.7166
li,br,0.6094
li,bs,0.6025
li,bt,0.6683
li,bv,0.5479
li,bw,0.6707
li,by,0.5274
li,bz,0.5588
li,ca,0.7038
li,cc,0.6701
li,cd,0.6386
li,cf,0.5711
li,cg,0.5774
li,ch,0.693
li,ci,0.695
li,ck,0.4747
li,cl,0.6177
li,cm,0.561
li,cn,0.6436
li,co,0.6516
li,cr,0.6381
li,cu,0.6328
li,cv,0.5737
li,cw,0.4454
li,cx,0.5212
li,cy,0.8732
li,cz,0.6494
li,de,0.5483
li,dj,0.6941
li,dk,0.5286
li,dm,0.5786
li,do,0.5341
li,dz,0.722
li,ec,0.6743
li,ee,0.6324
li,eg,0.6503
li,eh,0.6201
li,er,0.5688
li,es,0.5969
li,et,0.5038
li,fi,0.7108
li,fj,0.6571
li,fk,0.4763
li,fm,0.7407
li,fo,0.7539
li,fr,0.6107
li,ga,0.6203
li,gb-eng,0.7654
li,gb-nir,0.8034
li,gb-sct,0.7089
li,gb-wls,0.6686
li,gb,0.5123
li,gd,0.5152
li,ge,0.7718
li,gf,0.6135
li,gg,0.7752
li,gh,0.6028
li,gi,0.7092
li,gl,0.6469
li,gm,0.5403
li,gn,0.5548
li,gp,0.5259
li,gq,0.5885
li,gr,0.6847
li,gs,0.4582
li,gt,0.7188
li,gu,0.4438
li,gw,0.6392
li,gy,0.5712
li,hk,0.642
li,hm,0.6238
li,hn,0.7905
li,hr,0.7138
li,ht,0.3649
li,hu,0.6839
li,id,0.8093
li,ie,0.6994
li,il,0.7622
li,im,0.4569
li,in,0.7236
li,io,0.5657
li,iq,0.6461
li,ir,0.6045
li,is,0.5949
li,it,0.6701
li,je,0.7774
li,jm,0.5767
li,jo,0.5736
li,jp,0.844
li,ke,0.5504
li,kg,0.6691
li,kh,0.5418
li,ki,0.6372
li,km,0.6758
li,kn,0.4512
li,kp,0.5747
li,kr,0.8183
li,kw,0.517
li,ky,0.4703
li,kz,0.7013
li,la,0.4086
li,lb,0.6302
li,lc,0.7571
li,li,0.0
li,lk,0.5445
li,lr,0.5863
li,ls,0.6711
li,lt,0.5859
li,lu,0.7831
li,lv,0.6166
li,ly,0.6151
li,ma,0.5922
li,mc,0.7043
li,md,0.5333
li,me,0.6163
li,mf,0.6107
li,mg,0.7379
li,mh,0.6206
li,mk,0.6001
li,ml,0.5702
li,mm,0.6346
li,mn,0.557
li,mo,0.6279
li,mp,0.61
li,mq,0.5177
li,mr,0.5816
li,ms,0.4681
li,mt,0.6625
li,mu,0.5536
li,mv,0.4493
li,mw,0.4817
li,mx,0.5888
li,my,0.5846
li,mz,0.4859
li,na,0.5045
li,nc,0.5578
li,ne,0.7271
li,nf,0.6702
li,ng,0.7074
li,ni,0.7242
li,nl,0.6877
li,no,0.5479
li,np,0.4636
li,nr,0.4678
li,nu,0.7088
li,nz,0.4782
li,om,0.5856
li,pa,0.7392
li,pe,0.5953
li,pf,0.6281
li,pg,0.5387
li,ph,0.4324
li,pk,0.6569
li,pl,0.6439
li,pm,0.58
li,pn,0.4651
li,pr,0.6804
li,ps,0.6427
li,pt,0.6084
li,pw,0.7705
li,py,0.7225
li,qa,0.6488
li,re,0.5754
li,ro,0.496
li,rs,0.6494
li,ru,0.636
li,rw,0.5542
li,sa,0.6122
li,sb,0.5501
li,sc,0.6013
li,sd,0.6218
li,se,0.6232
li,sg,0.7741
li,sh,0.48
li,si,0.6667
li,sj,0.5479
li,sk,0.6299
li,sl,0.7204
li,sm,0.7886
li,sn,0.6181
li,so,0.7165
li,sr,0.5685
li,ss,0.6065
li,st,0.6223
li,sv,0.6942
li,sx,0.6507
li,sy,0.6261
li,sz,0.5343
li,tc,0.4887
li,td,0.4907
li,tf,0.627
li,tg,0.5797
li,th,0.5944
li,tj,0.7374
li,tk,0.4511
li,tl,0.5904
li,tm,0.5932
li,tn,0.6479
li,to,0.6367
li,tr,0.641
li,tt,0.4649
li,tv,0.6854
li,tw,0.5656
li,tz,0.6191
li,ua,0.5512
li,ug,0.5865
li,um,0.5701
li,us,0.5701
li,uy,0.7319
li,uz,0.6631
li,va,0.7934
li,vc,0.574
li,ve,0.4952
li,vg,0.4648
li,vi,0.7735
li,vn,0.6884
li,vu,0.5571
li,wf,0.4463
li,ws,0.3182
li,xk,0.5983
li,ye,0.6634
li,yt,0.8012
li,za,0.6094
li,zm,0.5961
li,zw,0.6039
lk,ad,0.5047
lk,ae,0.5868
lk,af,0.5123
lk,ag,0.5493
lk,ai,0.6106
lk,al,0.5666
lk,am,0.5023
lk,ao,0.5521
lk,aq,0.723
lk,ar,0.6553
lk,as,0.6196
lk,at,0.5755
lk,au,0.6228
lk,aw,0.6525
lk,ax,0.5538
lk,az,0.546
lk,ba,0.602
lk,bb,0.5879
lk,bd,0.5913
lk,be,0.5076
lk,bf,0.5314
lk,bg,0.5764
lk,bh,0.5546
lk,bi,0.5278
lk,bj,0.491
lk,bl,0.6648
lk,bm,0.4802
lk,bn,0.5262
lk,bo,0.479
lk,bq,0.6415
lk,br,0.5549
lk,bs,0.5832
lk,bt,0.4535
lk,bv,0.5133
lk,bw,0.6302
lk,by,0.4972
lk,bz,0.5575
lk,ca,0.5799
lk,cc,0.6385
lk,cd,0.6589
lk,cf,0.5221
lk,cg,0.4689
lk,ch,0.5905
lk,ci,0.5823
lk,ck,0.6093
lk,cl,0.5774
lk,cm,0.4733
lk,cn,0.5485
lk,co,0.4993
lk,cr,0.6178
lk,cu,0.6402
lk,cv,0.6386
lk,cw,0.6514
lk,cx,0.5797
lk,cy,0.7223
lk,cz,0.5658
lk,de,0.5297
lk,dj,0.6317
lk,dk,0.5461
lk,dm,0.5459
lk,do,0.5694
lk,dz,0.6289
lk,ec,0.4837
lk,ee,0.6641
lk,eg,0.5864
lk,eh,0.5895
lk,er,0.5001
lk,es,0.4648
lk,et,0.4847
lk,fi,0.6844
lk,fj,0.5911
lk,fk,0.5929
lk,fm,0.6851
lk,fo,0.6429
lk,fr,0.5824
lk,ga,0.5492
lk,gb-eng,0.66
lk,gb-nir,0.6689
lk,gb-sct,0.6747
lk,gb-wls,0.5304
lk,gb,0.531
lk,gd,0.4569
lk,ge,0.6241
lk,gf,0.5572
lk,gg,0.6278
lk,gh,0.487
lk,gi,0.6059
lk,gl,0.6043
lk,gm,0.5031
lk,gn,0.5128
lk,gp,0.5874
lk,gq,0.517
lk,gr,0.6652
lk,gs,0.5851
lk,gt,0.6498
lk,gu,0.6065
lk,gw,0.506
lk,gy,0.4978
lk,hk,0.5413
lk,hm,0.6608
lk,hn,0.7481
lk,hr,0.5846
lk,ht,0.5493
lk,hu,0.5442
lk,id,0.6323
lk,ie,0.5593
lk,il,0.6529
lk,im,0.5399
lk,in,0.5537
lk,io,0.5359
lk,iq,0.5863
lk,ir,0.5612
lk,is,0.5965
lk,it,0.5626
lk,je,0.6555
lk,jm,0.5319
lk,jo,0.5827
lk,jp,0.7116
lk,ke,0.5417
lk,kg,0.5637
lk,kh,0.5698
lk,ki,0.5178
lk,km,0.5304
lk,kn,0.4998
lk,kp,0.5482
lk,kr,0.6788
lk,kw,0.552
lk,ky,0.5953
lk,kz,0.693
lk,la,0.5354
lk,lb,0.5835
lk,lc,0.7115
lk,li,0.5445
lk,lk,0.0
lk,lr,0.5419
lk,ls,0.6393
lk,lt,0.4658
lk,lu,0.6299
lk,lv,0.519
lk,ly,0.5544
lk,ma,0.521
lk,mc,0.6155
lk,md,0.4989
lk,me,0.4701
lk,mf,0.5824
lk,mg,0.572
lk,mh,0.6256
lk,mk,0.4383
lk,ml,0.4699
lk,mm,0.469
lk,mn,0.5229
lk,mo,0.6264
lk,mp,0.6583
lk,mq,0.5565
lk,mr,0.5195
lk,ms,0.6025
lk,mt,0.6048
lk,mu,0.49
lk,mv,0.5217
lk,mw,0.5057
lk,mx,0.5427
lk,my,0.5185
lk,mz,0.5171
lk,na,0.5223
lk,nc,0.5371
lk,ne,0.5481
lk,nf,0.5975
lk,ng,0.6467
lk,ni,0.7061
lk,nl,0.5772
lk,no,0.5133
lk,np,0.4872
lk,nr,0.6511
lk,nu,0.5415
lk,nz,0.6278
lk,om,0.5436
lk,pa,0.601
lk,pe,0.5819
lk,pf,0.5761
lk,pg,0.5286
lk,ph,0.5795
lk,pk,0.6482
lk,pl,0.6204
lk,pm,0.5508
lk,pn,0.578
lk,pr,0.6026
lk,ps,0.6022
lk,pt,0.5107
lk,pw,0.7599
lk,py,0.5934
lk,qa,0.5325
lk,re,0.6015
lk,ro,0.5033
lk,rs,0.5411
lk,ru,0.5917
lk,rw,0.601
lk,sa,0.6266
lk,sb,0.5704
lk,sc,0.495
lk,sd,0.5564
lk,se,0.5858
lk,sg,0.6077
lk,sh,0.6101
lk,si,0.6566
lk,sj,0.5133
lk,sk,0.56
lk,sl,0.6444
lk,sm,0.6474
lk,sn,0.4846
lk,so,0.7069
lk,sr,0.5091
lk,ss,0.5787
lk,st,0.5415
lk,sv,0.6845
lk,sx,0.548
lk,sy,0.6142
lk,sz,0.486
lk,tc,0.6043
lk,td,0.5
lk,tf,0.6043
lk,tg,0.5332
lk,th,0.5542
lk,tj,0.6065
lk,tk,0.5891
lk,tl,0.4868
lk,tm,0.5818
lk,tn,0.5637
lk,to,0.564
lk,tr,0.5586
lk,tt,0.5166
lk,tv,0.6672
lk,tw,0.5687
lk,tz,0.583
lk,ua,0.5928
lk,ug,0.5358
lk,um,0.5151
lk,us,0.5151
lk,uy,0.6128
lk,uz,0.6186
lk,va,0.602
lk,vc,0.494
lk,ve,0.4901
lk,vg,0.5873
lk,vi,0.6188
lk,vn,0.5897
lk,vu,0.5035
lk,wf,0.5133
lk,ws,0.5255
lk,xk,0.629
lk,ye,0.6005
lk,yt,0.663
lk,za,0.5219
lk,zm,0.551
lk,zw,0.5354
lr,ad,0.5505
lr,ae,0.6196
lr,af,0.6059
lr,ag,0.5819
lr,ai,0.6522
lr,al,0.6987
lr,am,0.6001
lr,ao,0.6749
lr,aq,0.6331
lr,ar,0.5656
lr,as,0.5714
lr,at,0.5464
lr,au,0.6691
lr,aw,0.625
lr,ax,0.6221
lr,az,0.5837
lr,ba,0.6443
lr,bb,0.6247
lr,bd,0.6714
lr,be,0.591
lr,bf,0.6441
lr,bg,0.5916
lr,bh,0.5769
lr,bi,0.5063
lr,bj,0.5768
lr,bl,0.5685
lr,bm,0.5189
lr,bn,0.5985
lr,bo,0.6031
lr,bq,0.6252
lr,br,0.6512
lr,bs,0.6516
lr,bt,0.5489
lr,bv,0.5658
lr,bw,0.6417
lr,by,0.5973
lr,bz,0.5954
lr,ca,0.5992
lr,cc,0.7696
lr,cd,0.6482
lr,cf,0.5476
lr,cg,0.5566
lr,ch,0.6454
lr,ci,0.5954
lr,ck,0.6468
lr,cl,0.5269
lr,cm,0.5529
lr,cn,0.6471
lr,co,0.6099
lr,cr,0.5622
lr,cu,0.5967
lr,cv,0.6111
lr,cw,0.6652
lr,cx,0.6529
lr,cy,0.6006
lr,cz,0.553
lr,de,0.6484
lr,dj,0.6039
lr,dk,0.5232
lr,dm,0.6619
lr,do,0.5267
lr,dz,0.5843
lr,ec,0.6006
lr,ee,0.6412
lr,eg,0.6168
lr,eh,0.6355
lr,er,0.5772
lr,es,0.5713
lr,et,0.5818
lr,fi,0.5964
lr,fj,0.5592
lr,fk,0.6345
lr,fm,0.6378
lr,fo,0.5471
lr,fr,0.5422
lr,ga,0.5949
lr,gb-eng,0.5625
lr,gb-nir,0.5786
lr,gb-sct,0.6034
lr,gb-wls,0.5761
lr,gb,0.5093
lr,gd,0.5387
lr,ge,0.5706
lr,gf,0.6662
lr,gg,0.5333
lr,gh,0.6011
lr,gi,0.5838
lr,gl,0.5482
lr,gm,0.5658
lr,gn,0.5908
lr,gp,0.6784
lr,gq,0.5496
lr,gr,0.5657
lr,gs,0.6397
lr,gt,0.5645
lr,gu,0.6547
lr,gw,0.5958
lr,gy,0.56
lr,hk,0.6123
lr,hm,0.7057
lr,hn,0.6679
lr,hr,0.5892
lr,ht,0.5527
lr,hu,0.5365
lr,id,0.5979
lr,ie,0.5178
lr,il,0.5944
lr,im,0.598
lr,in,0.5848
lr,io,0.4656
lr,iq,0.6191
lr,ir,0.5283
lr,is,0.6261
lr,it,0.5406
lr,je,0.5495
lr,jm,0.6605
lr,jo,0.6263
lr,jp,0.5943
lr,ke,0.6177
lr,kg,0.6805
lr,kh,0.5997
lr,ki,0.5204
lr,km,0.5566
lr,kn,0.6115
lr,kp,0.5655
lr,kr,0.5858
lr,kw,0.5739
lr,ky,0.6442
lr,kz,0.6886
lr,la,0.5727
lr,lb,0.4971
lr,lc,0.6632
lr,li,0.5863
lr,lk,0.5419
lr,lr,0.0
lr,ls,0.5857
lr,lt,0.5963
lr,lu,0.5894
lr,lv,0.5774
lr,ly,0.7087
lr,ma,0.6249
lr,mc,0.5415
lr,md,0.5513
lr,me,0.6467
lr,mf,0.5422
lr,mg,0.5966
lr,mh,0.6402
lr,mk,0.5523
lr,ml,0.5625
lr,mm,0.5556
lr,mn,0.5967
lr,mo,0.6747
lr,mp,0.6565
lr,mq,0.6602
lr,mr,0.6226
lr,ms,0.6515
lr,mt,0.5547
lr,mu,0.5821
lr,mv,0.5877
lr,mw,0.608
lr,mx,0.5315
lr,my,0.5041
lr,mz,0.5906
lr,na,0.5766
lr,nc,0.6023
lr,ne,0.5933
lr,nf,0.6194
lr,ng,0.628
lr,ni,0.6399
lr,nl,0.5362
lr,no,0.5658
lr,np,0.5311
lr,nr,0.6809
lr,nu,0.6144
lr,nz,0.6775
lr,om,0.5626
lr,pa,0.5882
lr,pe,0.5507
lr,pf,0.483
lr,pg,0.6473
lr,ph,0.582
lr,pk,0.698
lr,pl,0.555
lr,pm,0.5747
lr,pn,0.6339
lr,pr,0.5779
lr,ps,0.6356
lr,pt,0.6372
lr,pw,0.7285
lr,py,0.5835
lr,qa,0.6031
lr,re,0.5998
lr,ro,0.5496
lr,rs,0.5174
lr,ru,0.5892
lr,rw,0.6176
lr,sa,0.7183
lr,sb,0.6233
lr,sc,0.5087
